,movieId,Frequency
493,2003,47
494,2455,47
495,2105,47
496,1372,47
497,30793,47
498,376,47
499,1276,46
500,1172,46
501,8622,46
502,1953,46
503,2144,46
504,89745,46
505,515,46
506,4816,46
507,1293,46
508,1287,46
509,2078,46
510,6870,46
511,1405,46
512,2890,46
513,3418,45
514,58,45
515,2746,45
516,2724,45
517,1690,45
518,8376,45
519,529,45
520,8464,45
521,8949,45
522,1947,45
523,3006,45
524,1513,45
525,720,45
526,5481,45
527,3499,45
528,7143,45
529,1231,45
530,4014,45
531,69757,45
532,99114,44
533,69122,44
534,4018,44
535,282,44
536,1597,44
537,3361,44
538,315,44
539,902,44
540,4643,44
541,180,44
542,1027,44
543,1884,44
544,54503,44
545,48385,44
546,2289,44
547,1235,44
548,2908,44
549,2717,43
550,2881,43
551,3752,43
552,109487,43
553,45,43
554,145,43
555,3489,43
556,1408,43
557,168,43
558,80463,43
559,247,43
560,198,43
561,3967,43
562,2407,43
563,2273,43
564,48774,43
565,2968,43
566,2145,42
567,2193,42
568,1918,42
569,1060,42
570,40819,42
571,78499,42
572,1029,42
573,1907,42
574,2064,42
575,51255,42
576,616,42
577,2915,42
578,56174,42
579,256,42
580,4310,42
581,1957,42
582,2761,42
583,31,42
584,216,42
585,5902,42
586,3386,42
587,34162,42
588,838,41
589,2605,41
590,252,41
591,2085,41
592,585,41
593,6218,41
594,2076,41
595,3510,41
596,34048,40
597,34405,40
598,81845,40
599,8798,40
600,2278,40
601,46976,40
602,1179,40
603,4571,40
604,4369,40
605,1962,40
606,1271,40
607,348,40
608,1921,40
609,1272,40
610,1104,40
611,44195,40
612,73017,40
613,29,40
614,1663,40
615,1103,40
616,4848,39
617,1249,39
618,1077,39
619,2108,39
620,762,39
621,4718,39
622,1223,39
623,3148,39
624,2002,39
625,272,39
626,1343,39
627,3916,39
628,1952,39
629,1466,39
630,922,39
631,2763,39
632,1805,39
633,355,39
634,1321,38
635,3504,38
636,3624,38
637,1212,38
638,91500,38
639,926,38
640,3363,38
641,2641,38
642,319,38
643,2420,38
644,44,38
645,5464,38
646,2087,38
647,2161,38
648,54001,38
649,3000,38
650,57669,38
651,1994,38
652,6537,38
653,22,38
654,3247,37
655,8970,37
656,6807,37
657,1367,37
658,112852,37
659,1269,37
660,3617,37
661,8529,37
662,8528,37
663,71535,37
664,1357,37
665,898,37
666,1345,37
667,54272,37
668,1019,37
669,44555,37
670,4223,37
671,49530,37
672,3785,37
673,3072,37
674,4239,37
675,441,37
676,4975,37
677,3108,37
678,4776,37
679,524,36
680,3082,36
681,2427,36
682,2723,36
683,2160,36
684,1967,36
685,64614,36
686,724,36
687,1093,36
688,4641,36
689,2134,36
690,4002,36
691,2231,36
692,2352,36
693,2243,36
694,2150,36
695,2707,36
696,224,35
697,2023,35
698,2369,35
699,5903,35
700,4367,35
701,1299,35
702,5956,35
703,277,35
704,45447,35
705,3702,35
706,3396,35
707,2944,35
708,3098,35
709,2501,35
710,3317,35
711,8972,35
712,2394,35
713,3868,35
714,3174,35
715,109374,35
716,2124,35
717,2096,35
718,1479,35
719,800,35
720,193,35
721,2581,35
722,6947,34
723,1256,34
724,1274,34
725,1958,34
726,2722,34
727,372,34
728,81591,34
729,8641,34
730,1188,34
731,237,34
732,2018,34
733,2020,34
734,33004,34
735,30812,34
736,24,34
737,719,34
738,8984,34
739,88125,34
740,3863,34
741,5945,34
742,53125,33
743,1120,33
744,2288,33
745,2300,33
746,8957,33
747,59784,33
748,1061,33
749,2058,33
750,4344,33
751,1261,33
752,162,33
753,6979,33
754,7090,33
755,8533,33
756,909,33
757,47610,33
758,76093,33
759,468,33
760,610,33
761,671,33
762,1409,33
763,81834,33
764,4148,33
765,2490,32
766,306,32
767,1965,32
768,1347,32
769,481,32
770,6188,32
771,4016,32
772,30749,32
773,2094,32
774,116797,32
775,1717,32
776,1566,32
777,3435,32
778,3462,32
779,2948,32
780,2871,32
781,4270,32
782,3424,32
783,27773,32
784,431,32
785,60,32
786,1284,32
787,7458,32
788,3107,32
789,122882,31
790,2688,31
791,59369,31
792,1296,31
793,1883,31
794,4638,31
795,2405,31
796,5872,31
797,531,31
798,14,31
799,53996,31
800,2953,31
801,4734,31
802,3450,31
803,2949,31
804,55247,31
805,204,31
806,3095,31
807,1956,31
808,2391,31
809,954,31
810,1171,31
811,1955,31
812,307,31
813,1960,31
814,475,31
815,2478,31
816,455,31
817,3020,31
818,647,31
819,2739,31
820,36529,31
821,3826,30
822,3087,30
823,61323,30
824,76251,30
825,2384,30
826,3354,30
827,1175,30
828,1047,30
829,5266,30
830,2359,30
831,3005,30
832,4161,30
833,1254,30
834,3252,30
835,2795,30
836,2942,30
837,955,30
838,1959,30
839,2863,30
840,562,30
841,1644,30
842,64957,30
843,362,30
844,2021,30
845,4235,30
846,6953,30
847,3556,30
848,8783,29
849,1081,29
850,69844,29
851,3809,29
852,4361,29
853,1945,29
854,2485,29
855,5013,29
856,3298,29
857,1912,29
858,3257,29
859,381,29
860,2694,29
861,3362,29
862,3104,29
863,1449,29
864,933,29
865,3703,29
866,3034,29
867,77561,29
868,7293,29
869,3555,29
870,1020,29
871,3608,29
872,104841,29
873,3988,29
874,39183,29
875,3246,29
876,637,29
877,38061,29
878,122886,29
879,3263,29
880,1186,29
881,106782,29
882,30810,29
883,1378,28
884,2431,28
885,1441,28
886,1882,28
887,1292,28
888,2371,28
889,1185,28
890,2528,28
891,3100,28
892,2973,28
893,38038,28
894,44199,28
895,2125,28
896,2313,28
897,1499,28
898,2140,28
899,2687,28
900,33615,28
901,2013,28
902,68237,28
903,3409,28
904,207,28
905,1125,28
906,849,28
907,6281,28
908,112552,28
909,6157,28
910,7373,28
911,4299,28
912,87232,28
913,7451,28
914,1124,28
915,4321,28
916,6796,27
917,3273,27
918,39292,27
919,866,27
920,5954,27
921,5015,27
922,911,27
923,92259,27
924,31658,27
925,5630,27
926,1037,27
927,2616,27
928,6936,27
929,968,27
930,135,27
931,1245,27
932,273,27
933,3869,27
934,3285,27
935,1911,27
936,107,27
937,2421,27
938,3360,27
939,1586,27
940,741,27
941,1091,27
942,3019,27
943,3735,27
944,2139,27
945,1095,27
946,707,27
947,1388,27
948,3157,27
949,3825,27
950,8873,26
951,1680,26
952,951,26
953,4069,26
954,1982,26
955,535,26
956,4701,26
957,3798,26
958,4901,26
959,72011,26
960,942,26
961,5225,26
962,94959,26
963,56782,26
964,1831,26
965,7022,26
966,2141,26
967,79702,26
968,91542,26
969,327,26
970,164,26
971,5388,26
972,111759,26
973,69481,26
974,60684,26
975,170,26
976,79,26
977,2335,26
978,830,26
979,916,26
980,413,26
981,1041,26
982,2010,26
983,144,26
984,3300,26
985,5971,26
986,1217,26
987,106487,26
988,18,26
989,3301,26
990,1025,26
991,1096,26
992,115713,26
993,1086,26
994,4019,26
995,134130,25
996,2803,25
997,1350,25
998,6565,25
999,2137,25
1000,412,25
1001,31696,25
1002,905,25
1003,1614,25
1004,880,25
1005,53972,25
1006,2826,25
1007,2088,25
1008,112556,25
1009,30825,25
1010,98809,25
1011,538,25
1012,1693,25
1013,1373,25
1014,361,25
1015,230,25
1016,1411,25
1017,7360,25
1018,8361,25
1019,3168,25
1020,2423,25
1021,44665,25
1022,53322,25
1023,45517,25
1024,534,25
1025,2792,25
1026,2245,25
1027,106920,25
1028,3173,25
1029,1587,24
1030,6503,24
1031,1298,24
1032,4105,24
1033,5810,24
1034,96079,24
1035,3683,24
1036,111362,24
1037,134853,24
1038,31685,24
1039,4874,24
1040,2840,24
1041,2642,24
1042,3698,24
1043,2991,24
1044,4008,24
1045,85414,24
1046,799,24
1047,52973,24
1048,232,24
1049,41997,24
1050,59615,24
1051,3791,24
1052,47099,24
1053,519,24
1054,4489,24
1055,1885,24
1056,3534,24
1057,1257,24
1058,3476,24
1059,2600,24
1060,3044,24
1061,303,24
1062,194,24
1063,934,24
1064,88744,24
1065,5673,24
1066,2126,23
1067,88,23
1068,72226,23
1069,3307,23
1070,5507,23
1071,3468,23
1072,1894,23
1073,6323,23
1074,4890,23
1075,81562,23
1076,3984,23
1077,1590,23
1078,140,23
1079,493,23
1080,1015,23
1081,3638,23
1082,428,23
1083,1556,23
1084,2186,23
1085,2340,23
1086,54259,23
1087,203,23
1088,2467,23
1089,41,23
1090,1834,23
1091,1135,23
1092,1281,23
1093,6287,23
1094,6440,23
1095,1835,23
1096,915,23
1097,3969,23
1098,1892,23
1099,2366,23
1100,3089,23
1101,2114,23
1102,175,23
1103,928,23
1104,4623,23
1105,2333,23
1106,2805,23
1107,3910,23
1108,7445,23
1109,1719,23
1110,52722,23
1111,1476,23
1112,2132,23
1113,3745,23
1114,3730,23
1115,3526,23
1116,2318,23
1117,41569,23
1118,5064,23
1119,4855,23
1120,222,22
1121,2067,22
1122,1416,22
1123,3740,22
1124,3146,22
1125,34319,22
1126,2378,22
1127,6708,22
1128,97938,22
1129,45499,22
1130,743,22
1131,97921,22
1132,748,22
1133,94,22
1134,7502,22
1135,5219,22
1136,2375,22
1137,1438,22
1138,5254,22
1139,2133,22
1140,2686,22
1141,3699,22
1142,2788,22
1143,2398,22
1144,900,22
1145,58998,22
1146,69,22
1147,6385,22
1148,1950,22
1149,23,22
1150,2759,22
1151,3545,22
1152,308,22
1153,1031,22
1154,3254,22
1155,3543,22
1156,88140,22
1157,2428,22
1158,8807,22
1159,280,22
1160,1792,22
1161,2917,22
1162,1801,22
1163,276,22
1164,994,22
1165,1243,22
1166,1224,22
1167,1688,22
1168,1227,22
1169,2750,22
1170,61024,22
1171,55765,22
1172,5782,22
1173,3635,22
1174,5620,22
1175,3178,22
1176,2841,22
1177,2082,22
1178,82459,22
1179,106489,22
1180,2469,22
1181,2471,22
1182,6350,22
1183,4015,22
1184,3275,22
1185,7323,21
1186,1678,21
1187,4054,21
1188,2410,21
1189,6754,21
1190,491,21
1191,1687,21
1192,2779,21
1193,45186,21
1194,102125,21
1195,55269,21
1196,2926,21
1197,492,21
1198,100,21
1199,2976,21
1200,147,21
1201,45720,21
1202,674,21
1203,4023,21
1204,2857,21
1205,2411,21
1206,2713,21
1207,106100,21
1208,3893,21
1209,125,21
1210,37729,21
1211,2719,21
1212,5444,21
1213,1348,21
1214,952,21
1215,2565,21
1216,2567,21
1217,1013,21
1218,2303,21
1219,4499,21
1220,930,21
1221,2496,21
1222,81847,21
1223,3152,21
1224,3479,21
1225,5103,21
1226,1283,21
1227,945,21
1228,3258,21
1229,2232,21
1230,1260,21
1231,3507,21
1232,1033,21
1233,2622,21
1234,86882,21
1235,3763,21
1236,1049,21
1237,8958,21
1238,2702,21
1239,3060,21
1240,3198,21
1241,6296,21
1242,2065,21
1243,27611,21
1244,379,21
1245,115617,21
1246,2004,21
1247,65,20
1248,3201,20
1249,2118,20
1250,1944,20
1251,1620,20
1252,1297,20
1253,31410,20
1254,921,20
1255,40629,20
1256,4343,20
1257,54997,20
1258,2463,20
1259,51540,20
1260,1253,20
1261,4881,20
1262,3328,20
1263,9,20
1264,249,20
1265,4865,20
1266,262,20
1267,1189,20
1268,2253,20
1269,4007,20
1270,3269,20
1271,1711,20
1272,3999,20
1273,8917,20
1274,44022,20
1275,3986,20
1276,3196,20
1277,1251,20
1278,2598,20
1279,7099,20
1280,2720,20
1281,3882,20
1282,95510,20
1283,3844,20
1284,96610,20
1285,371,20
1286,374,20
1287,4128,20
1288,37733,20
1289,8371,20
1290,3686,20
1291,1459,20
1292,74789,20
1293,1464,20
1294,6787,20
1295,102445,20
1296,1515,20
1297,1354,20
1298,6541,20
1299,2690,20
1300,2971,20
1301,3083,20
1302,3186,20
1303,1211,19
1304,37741,19
1305,33660,19
1306,3452,19
1307,1173,19
1308,3704,19
1309,1012,19
1310,2015,19
1311,3359,19
1312,1100,19
1313,3697,19
1314,5449,19
1315,45950,19
1316,97304,19
1317,1779,19
1318,2413,19
1319,8981,19
1320,2379,19
1321,3088,19
1322,2072,19
1323,4446,19
1324,97913,19
1325,382,19
1326,1078,19
1327,3105,19
1328,2422,19
1329,2376,19
1330,61132,19
1331,8950,19
1332,3113,19
1333,2412,19
1334,31878,19
1335,1589,19
1336,74,19
1337,1273,19
1338,2951,19
1339,2950,19
1340,1280,19
1341,57368,19
1342,84152,19
1343,2664,19
1344,1619,19
1345,1300,19
1346,2986,19
1347,5308,19
1348,3593,19
1349,56757,19
1350,2116,19
1351,72641,19
1352,605,19
1353,4823,19
1354,1381,19
1355,60074,19
1356,1248,19
1357,5528,19
1358,6957,19
1359,2966,19
1360,1344,19
1361,55118,19
1362,4388,19
1363,122,19
1364,542,19
1365,2728,19
1366,2433,19
1367,3512,19
1368,4448,18
1369,215,18
1370,2662,18
1371,52281,18
1372,2735,18
1373,2672,18
1374,2734,18
1375,176,18
1376,2059,18
1377,281,18
1378,46972,18
1379,122904,18
1380,2513,18
1381,4033,18
1382,2505,18
1383,373,18
1384,2875,18
1385,3827,18
1386,81229,18
1387,58803,18
1388,8810,18
1389,765,18
1390,27831,18
1391,761,18
1392,3438,18
1393,2403,18
1394,1030,18
1395,39446,18
1396,60072,18
1397,3451,18
1398,2989,18
1399,2301,18
1400,36517,18
1401,640,18
1402,4700,18
1403,2146,18
1404,2136,18
1405,28,18
1406,1009,18
1407,1537,18
1408,3037,18
1409,3979,18
1410,8910,18
1411,81,18
1412,3591,18
1413,3549,18
1414,26662,18
1415,532,18
1416,3358,18
1417,837,18
1418,940,18
1419,1286,18
1420,1385,18
1421,3536,18
1422,3156,18
1423,45728,18
1424,540,18
1425,57640,18
1426,12,18
1427,3639,18
1428,3614,17
1429,63113,17
1430,3035,17
1431,8645,17
1432,7444,17
1433,3467,17
1434,3260,17
1435,3524,17
1436,3068,17
1437,1342,17
1438,1268,17
1439,1920,17
1440,6620,17
1441,89,17
1442,1974,17
1443,80489,17
1444,4238,17
1445,110102,17
1446,3159,17
1447,971,17
1448,950,17
1449,2053,17
1450,1238,17
1451,86,17
1452,2459,17
1453,663,17
1454,314,17
1455,5574,17
1456,1057,17
1457,546,17
1458,2919,17
1459,72378,17
1460,46970,17
1461,60040,17
1462,2912,17
1463,2262,17
1464,2409,17
1465,27660,17
1466,64839,17
1467,2009,17
1468,1295,17
1469,3249,17
1470,4351,17
1471,514,17
1472,1131,17
1473,507,17
1474,8983,17
1475,5400,17
1476,2112,17
1477,3968,17
1478,3952,17
1479,68319,17
1480,2393,17
1481,101,17
1482,8638,17
1483,7325,17
1484,1010,17
1485,2993,17
1486,2990,17
1487,1017,17
1488,1588,17
1489,2046,17
1490,1023,17
1491,2474,17
1492,73321,17
1493,3551,17
1494,581,17
1495,7139,17
1496,1635,17
1497,122900,17
1498,932,16
1499,931,16
1500,2808,16
1501,299,16
1502,1209,16
1503,1132,16
1504,1147,16
1505,5878,16
1506,3334,16
1507,1082,16
1508,6003,16
1509,2247,16
1510,290,16
1511,999,16
1512,1237,16
1513,56949,16
1514,89492,16
1515,965,16
1516,949,16
1517,3546,16
1518,227,16
1519,2995,16
1520,3993,16
1521,7454,16
1522,2794,16
1523,1701,16
1524,1541,16
1525,517,16
1526,6283,16
1527,7317,16
1528,2729,16
1529,5291,16
1530,7162,16
1531,103228,16
1532,103249,16
1533,7160,16
1534,40583,16
1535,3959,16
1536,1694,16
1537,450,16
1538,41285,16
1539,5463,16
1540,154,16
1541,46723,16
1542,79091,16
1543,477,16
1544,405,16
1545,3742,16
1546,3548,16
1547,91658,16
1548,2334,16
1549,188,16
1550,5049,16
1551,502,16
1552,66934,16
1553,6331,16
1554,94864,16
1555,1713,16
1556,5135,16
1557,85,16
1558,3701,16
1559,2872,16
1560,106916,16
1561,1702,16
1562,5152,16
1563,728,16
1564,6534,16
1565,3983,16
1566,218,15
1567,5812,15
1568,4980,15
1569,2110,15
1570,2520,15
1571,55280,15
1572,5617,15
1573,2143,15
1574,2380,15
1575,2311,15
1576,181,15
1577,2312,15
1578,2468,15
1579,76,15
1580,2188,15
1581,56152,15
1582,2269,15
1583,2014,15
1584,1888,15
1585,3801,15
1586,3016,15
1587,101864,15
1588,7156,15
1589,104374,15
1590,556,15
1591,1672,15
1592,42738,15
1593,6993,15
1594,2861,15
1595,501,15
1596,1735,15
1597,45431,15
1598,2819,15
1599,1772,15
1600,4029,15
1601,1810,15
1602,68554,15
1603,419,15
1604,3788,15
1605,1488,15
1606,34437,15
1607,90866,15
1608,27706,15
1609,1178,15
1610,3271,15
1611,1194,15
1612,88129,15
1613,3264,15
1614,3259,15
1615,88810,15
1616,1303,15
1617,737,15
1618,3248,15
1619,1334,15
1620,3203,15
1621,8366,15
1622,8228,15
1623,3685,15
1624,1422,15
1625,34150,15
1626,6662,15
1627,1591,15
1628,6155,15
1629,239,15
1630,2648,15
1631,338,15
1632,48738,15
1633,5992,15
1634,5957,15
1635,1964,15
1636,6156,15
1637,112183,15
1638,5943,15
1639,36519,14
1640,52245,14
1641,2346,14
1642,54995,14
1643,818,14
1644,3018,14
1645,3022,14
1646,1395,14
1647,804,14
1648,60756,14
1649,3676,14
1650,3681,14
1651,289,14
1652,96821,14
1653,3706,14
1654,97752,14
1655,80549,14
1656,1379,14
1657,1461,14
1658,2381,14
1659,3783,14
1660,6593,14
1661,3067,14
1662,195,14
1663,5690,14
1664,4214,14
1665,8493,14
1666,8861,14
1667,86332,14
1668,2282,14
1669,27821,14
1670,1064,14
1671,8966,14
1672,3441,14
1673,88163,14
1674,1021,14
1675,3267,14
1676,1218,14
1677,4844,14
1678,986,14
1679,1264,14
1680,93510,14
1681,2316,14
1682,6059,14
1683,3528,14
1684,53000,14
1685,2208,14
1686,57,14
1687,918,14
1688,3244,14
1689,5014,14
1690,27904,14
1691,65261,14
1692,3007,14
1693,2138,14
1694,3365,14
1695,2929,14
1696,2736,14
1697,2941,14
1698,63131,14
1699,2090,14
1700,3980,14
1701,55290,14
1702,4545,14
1703,4621,14
1704,2731,14
1705,3998,14
1706,2083,14
1707,4103,14
1708,575,14
1709,334,14
1710,3821,14
1711,2416,14
1712,44761,14
1713,2747,14
1714,490,14
1715,1927,14
1716,4084,14
1717,67255,14
1718,6873,14
1719,4327,14
1720,1916,14
1721,1594,14
1722,427,14
1723,423,14
1724,103253,14
1725,2402,14
1726,2454,14
1727,67734,14
1728,1895,14
1729,1951,14
1730,4639,14
1731,3861,14
1732,322,14
1733,609,14
1734,4232,14
1735,1616,14
1736,599,14
1737,6867,13
1738,2527,13
1739,3508,13
1740,3420,13
1741,4974,13
1742,26614,13
1743,6659,13
1744,4467,13
1745,53121,13
1746,2533,13
1747,3498,13
1748,3494,13
1749,3461,13
1750,8947,13
1751,6773,13
1752,2718,13
1753,2447,13
1754,2297,13
1755,4857,13
1756,3814,13
1757,8623,13
1758,4039,13
1759,2387,13
1760,4378,13
1761,3724,13
1762,2404,13
1763,3741,13
1764,3744,13
1765,40278,13
1766,7173,13
1767,5151,13
1768,53519,13
1769,6242,13
1770,7346,13
1771,7386,13
1772,3004,13
1773,37386,13
1774,7004,13
1775,4322,13
1776,46530,13
1777,3615,13
1778,5791,13
1779,2677,13
1780,8781,13
1781,3219,13
1782,32031,13
1783,3185,13
1784,49278,13
1785,3668,13
1786,2338,13
1787,3654,13
1788,6987,13
1789,49286,13
1790,3169,13
1791,52435,13
1792,2382,13
1793,2389,13
1794,351,13
1795,2153,13
1796,1518,13
1797,1429,13
1798,248,13
1799,122892,13
1800,68791,13
1801,63992,13
1802,1226,13
1803,906,13
1804,73,13
1805,1353,13
1806,516,13
1807,613,13
1808,2092,13
1809,936,13
1810,119145,13
1811,108932,13
1812,60126,13
1813,1289,13
1814,89864,13
1815,267,13
1816,2070,13
1817,233,13
1818,82461,13
1819,257,13
1820,1366,13
1821,62434,13
1822,1361,13
1823,177,13
1824,115569,13
1825,1760,13
1826,383,13
1827,20,13
1828,95167,13
1829,2025,13
1830,836,13
1831,2022,13
1832,417,13
1833,1734,13
1834,71464,13
1835,64969,13
1836,93840,13
1837,1914,13
1838,1754,13
1839,2252,13
1840,94777,13
1841,1327,13
1842,1873,13
1843,2117,13
1844,2249,13
1845,2111,13
1846,4,13
1847,2240,13
1848,1177,13
1849,229,12
1850,8914,12
1851,489,12
1852,234,12
1853,117176,12
1854,106696,12
1855,84954,12
1856,3250,12
1857,1948,12
1858,1946,12
1859,105844,12
1860,2089,12
1861,2643,12
1862,79293,12
1863,549,12
1864,5577,12
1865,3981,12
1866,5505,12
1867,8985,12
1868,1305,12
1869,1966,12
1870,65514,12
1871,4132,12
1872,3355,12
1873,6383,12
1874,360,12
1875,3341,12
1876,77455,12
1877,2558,12
1878,426,12
1879,26776,12
1880,2033,12
1881,378,12
1882,2551,12
1883,53894,12
1884,415,12
1885,78469,12
1886,6888,12
1887,3404,12
1888,1279,12
1889,55276,12
1890,2450,12
1891,1611,12
1892,1290,12
1893,87306,12
1894,86911,12
1895,2130,12
1896,66097,12
1897,2060,12
1898,1255,12
1899,305,12
1900,3261,12
1901,3262,12
1902,4333,12
1903,5500,12
1904,6564,12
1905,43,12
1906,3129,12
1907,3712,12
1908,3097,12
1909,56587,12
1910,5171,12
1911,46,12
1912,2730,12
1913,709,12
1914,1845,12
1915,3852,12
1916,2135,12
1917,801,12
1918,60950,12
1919,798,12
1920,7318,12
1921,901,12
